email,item_name,details
monicahuff@powell.com,Standard Foam Pillow,"[""Standard"",""Foam"",""Pillow""]"
hallkelly@johnson.com,Standard King Mattress,"[""Standard"",""King"",""Mattress""]"
bakersarah@gmail.com,Standard Foam Pillow,"[""Standard"",""Foam"",""Pillow""]"
nbaker8@gmail.com,Standard King Mattress,"[""Standard"",""King"",""Mattress""]"
nwilkerson@clark.com,King Foam Pillow,"[""King"",""Foam"",""Pillow""]"
kayla75@berger.net,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
oallen@yahoo.com,Premium Twin Mattress,"[""Premium"",""Twin"",""Mattress""]"
uspencer@gmail.com,Standard Full Mattress,"[""Standard"",""Full"",""Mattress""]"
uspencer@gmail.com,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
fryejenna@yahoo.com,Premium Queen Mattress,"[""Premium"",""Queen"",""Mattress""]"
jeffreydelacruz@yahoo.com,Premium Queen Mattress,"[""Premium"",""Queen"",""Mattress""]"
jeffreydelacruz@yahoo.com,Premium Twin Mattress,"[""Premium"",""Twin"",""Mattress""]"
kristinharris@hotmail.com,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
ojames@allen-ruiz.com,Standard King Mattress,"[""Standard"",""King"",""Mattress""]"
melissamyers@yahoo.com,Premium Queen Mattress,"[""Premium"",""Queen"",""Mattress""]"
lewiscasey@gmail.com,Standard King Mattress,"[""Standard"",""King"",""Mattress""]"
padillarebecca@yahoo.com,Premium King Mattress,"[""Premium"",""King"",""Mattress""]"
douglasmarshall@kaiser.info,Standard King Mattress,"[""Standard"",""King"",""Mattress""]"
alanperez@blake.com,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
alanperez@blake.com,Standard Foam Pillow,"[""Standard"",""Foam"",""Pillow""]"
christopher7535@gmail.com,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
makaylahansen@gmail.com,Standard Down Pillow,"[""Standard"",""Down"",""Pillow""]"
cjones@sullivan-yang.com,Standard King Mattress,"[""Standard"",""King"",""Mattress""]"
cathy4761@hotmail.com,Standard King Mattress,"[""Standard"",""King"",""Mattress""]"
qhughes@walker-ramirez.biz,Premium Twin Mattress,"[""Premium"",""Twin"",""Mattress""]"
ocurtis@valencia.com,Premium Queen Mattress,"[""Premium"",""Queen"",""Mattress""]"
jennifer0541@yahoo.com,Standard Full Mattress,"[""Standard"",""Full"",""Mattress""]"
jtorres@jacobs-jenkins.com,Premium Full Mattress,"[""Premium"",""Full"",""Mattress""]"
allison59@gmail.com,Premium King Mattress,"[""Premium"",""King"",""Mattress""]"
james557@yahoo.com,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
riosnatalie@patterson.com,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
henryeric@johnson.com,Standard King Mattress,"[""Standard"",""King"",""Mattress""]"
hoffmanellen@hotmail.com,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
blarson@lynch.com,King Down Pillow,"[""King"",""Down"",""Pillow""]"
bgrant@wilson.net,Standard King Mattress,"[""Standard"",""King"",""Mattress""]"
roy48@case.net,King Foam Pillow,"[""King"",""Foam"",""Pillow""]"
loriwilson@brown.biz,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
caroline86@berry.com,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
kari17@henderson-rodriguez.net,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
bryanjohnston@turner.info,Premium Queen Mattress,"[""Premium"",""Queen"",""Mattress""]"
bavery@yahoo.com,Premium Twin Mattress,"[""Premium"",""Twin"",""Mattress""]"
tracycampbell@hotmail.com,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
lopeztimothy@hotmail.com,Premium King Mattress,"[""Premium"",""King"",""Mattress""]"
moniquehudson@martin.com,Standard Full Mattress,"[""Standard"",""Full"",""Mattress""]"
moniquehudson@martin.com,Premium Queen Mattress,"[""Premium"",""Queen"",""Mattress""]"
cherylallen@ashley.com,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
floreschristopher79@gmail.com,Premium Queen Mattress,"[""Premium"",""Queen"",""Mattress""]"
huffrachel@hotmail.com,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
medinajason@hotmail.com,Standard King Mattress,"[""Standard"",""King"",""Mattress""]"
michaelwalters@yahoo.com,Premium Full Mattress,"[""Premium"",""Full"",""Mattress""]"
quinnjill@carroll-craig.com,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
james57@flynn-wilson.info,Standard King Mattress,"[""Standard"",""King"",""Mattress""]"
tgordon@wyatt-boone.info,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
griffinamber@conner.com,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
nicole8560@yahoo.com,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
nicole8560@yahoo.com,Standard Down Pillow,"[""Standard"",""Down"",""Pillow""]"
donnathompson@hotmail.com,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
spencerlawrence@hotmail.com,Standard King Mattress,"[""Standard"",""King"",""Mattress""]"
lisahall@williams-bridges.com,Standard King Mattress,"[""Standard"",""King"",""Mattress""]"
reginaldgarcia@hotmail.com,Premium King Mattress,"[""Premium"",""King"",""Mattress""]"
dean77@roberts.com,Premium King Mattress,"[""Premium"",""King"",""Mattress""]"
myersjennifer@smith.com,Premium Twin Mattress,"[""Premium"",""Twin"",""Mattress""]"
ashley8269@gmail.com,Standard King Mattress,"[""Standard"",""King"",""Mattress""]"
vtravis@rice.com,King Foam Pillow,"[""King"",""Foam"",""Pillow""]"
xbell@yahoo.com,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
jscott@harrell.com,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
philliprodriguez@pearson.com,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
rayrichard@monroe-williams.biz,Standard Full Mattress,"[""Standard"",""Full"",""Mattress""]"
irodgers@lewis-bowers.com,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
crawfordmatthew@james-long.org,Standard Full Mattress,"[""Standard"",""Full"",""Mattress""]"
buckstacey@frazier.com,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
ywhitney@yahoo.com,Premium Queen Mattress,"[""Premium"",""Queen"",""Mattress""]"
poolemary@yahoo.com,Standard King Mattress,"[""Standard"",""King"",""Mattress""]"
dvelazquez@wallace-burton.com,Standard King Mattress,"[""Standard"",""King"",""Mattress""]"
sheila01@gmail.com,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
tcollins@rodriguez.com,Standard King Mattress,"[""Standard"",""King"",""Mattress""]"
claire39@hotmail.com,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
claire39@hotmail.com,Premium Twin Mattress,"[""Premium"",""Twin"",""Mattress""]"
iwang@lambert.com,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
shaffertabitha@yahoo.com,Standard King Mattress,"[""Standard"",""King"",""Mattress""]"
scottanthony@ray.com,Premium King Mattress,"[""Premium"",""King"",""Mattress""]"
cruztonya@eaton-burke.com,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
ashley93@fisher.info,Standard King Mattress,"[""Standard"",""King"",""Mattress""]"
ambertaylor@hotmail.com,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
ambertaylor@hotmail.com,Standard Down Pillow,"[""Standard"",""Down"",""Pillow""]"
brett14@wright-patterson.com,Standard King Mattress,"[""Standard"",""King"",""Mattress""]"
stephanierichards@gmail.com,Premium King Mattress,"[""Premium"",""King"",""Mattress""]"
kenneth71@yahoo.com,Premium King Mattress,"[""Premium"",""King"",""Mattress""]"
bryantshannon@hernandez.com,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
joannaroberts@hotmail.com,Premium Twin Mattress,"[""Premium"",""Twin"",""Mattress""]"
christina05@phillips.com,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
christina05@phillips.com,King Foam Pillow,"[""King"",""Foam"",""Pillow""]"
paynedavid@russell.com,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
underwoodtroy@yahoo.com,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
underwoodtroy@yahoo.com,Standard Foam Pillow,"[""Standard"",""Foam"",""Pillow""]"
kevin56@murphy.com,Standard Full Mattress,"[""Standard"",""Full"",""Mattress""]"
ericmcdaniel@martinez.com,Premium Twin Mattress,"[""Premium"",""Twin"",""Mattress""]"
rvaughn@yahoo.com,Standard King Mattress,"[""Standard"",""King"",""Mattress""]"
rvaughn@yahoo.com,Standard Down Pillow,"[""Standard"",""Down"",""Pillow""]"
joshua89@lane-walker.info,Premium Queen Mattress,"[""Premium"",""Queen"",""Mattress""]"
joshua89@lane-walker.info,Standard Down Pillow,"[""Standard"",""Down"",""Pillow""]"
joshua89@lane-walker.info,Premium Twin Mattress,"[""Premium"",""Twin"",""Mattress""]"
susanjones@mullins.com,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
xprice77@hotmail.com,Standard Down Pillow,"[""Standard"",""Down"",""Pillow""]"
karen84@jacobs-lewis.com,Premium Twin Mattress,"[""Premium"",""Twin"",""Mattress""]"
terrystephanie@yahoo.com,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
vanessa14@payne.com,Standard Down Pillow,"[""Standard"",""Down"",""Pillow""]"
alejandrakim@gmail.com,Standard Full Mattress,"[""Standard"",""Full"",""Mattress""]"
snelson@miller-wang.biz,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
cainmichael@hotmail.com,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
shortmark@perkins.com,Standard Full Mattress,"[""Standard"",""Full"",""Mattress""]"
mitchell29@rodriguez.com,Premium Twin Mattress,"[""Premium"",""Twin"",""Mattress""]"
gina37@hotmail.com,Premium Queen Mattress,"[""Premium"",""Queen"",""Mattress""]"
twilson@moore.com,Standard King Mattress,"[""Standard"",""King"",""Mattress""]"
twilson@moore.com,King Down Pillow,"[""King"",""Down"",""Pillow""]"
gabrielsmith@craig-miller.com,Standard King Mattress,"[""Standard"",""King"",""Mattress""]"
gabrielsmith@craig-miller.com,Standard Foam Pillow,"[""Standard"",""Foam"",""Pillow""]"
gabrielsmith@craig-miller.com,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
newmanstephanie@yahoo.com,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
haroldbowen@yahoo.com,Premium Twin Mattress,"[""Premium"",""Twin"",""Mattress""]"
haroldbowen@yahoo.com,Standard Down Pillow,"[""Standard"",""Down"",""Pillow""]"
rebecca75@gibson.net,Standard Full Mattress,"[""Standard"",""Full"",""Mattress""]"
clarkchristine@carter-morrison.org,Standard Full Mattress,"[""Standard"",""Full"",""Mattress""]"
christina67@nelson-wilson.com,Standard King Mattress,"[""Standard"",""King"",""Mattress""]"
olee84@hotmail.com,Standard Full Mattress,"[""Standard"",""Full"",""Mattress""]"
doylejohnny@myers.com,Standard King Mattress,"[""Standard"",""King"",""Mattress""]"
davidstone@nelson-snyder.com,Standard Full Mattress,"[""Standard"",""Full"",""Mattress""]"
james5168@hotmail.com,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
obowers@fields.info,Standard Full Mattress,"[""Standard"",""Full"",""Mattress""]"
daniellozano@hotmail.com,Standard King Mattress,"[""Standard"",""King"",""Mattress""]"
ksullivan@gmail.com,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
thomasjeffery@hotmail.com,Standard King Mattress,"[""Standard"",""King"",""Mattress""]"
kadams@reed.com,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
rebecca56@leonard.com,Premium Twin Mattress,"[""Premium"",""Twin"",""Mattress""]"
stevendiaz94@hotmail.com,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
davidabbott@kelley.net,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
washingtonrobert@hotmail.com,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
jeffrey38@collins-luna.net,Standard King Mattress,"[""Standard"",""King"",""Mattress""]"
tkoch@sloan.com,Standard Full Mattress,"[""Standard"",""Full"",""Mattress""]"
schultzkaren@yahoo.com,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
collierdaniel@gmail.com,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
nlewis@smith-myers.net,Standard King Mattress,"[""Standard"",""King"",""Mattress""]"
samanthasullivan@duke.com,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
ssimmons@burns-miranda.org,Standard Full Mattress,"[""Standard"",""Full"",""Mattress""]"
ehoward@clark.com,Premium Twin Mattress,"[""Premium"",""Twin"",""Mattress""]"
nicole95@fisher.com,Standard King Mattress,"[""Standard"",""King"",""Mattress""]"
laurie75@hotmail.com,Premium King Mattress,"[""Premium"",""King"",""Mattress""]"
wstephens67@yahoo.com,Premium Twin Mattress,"[""Premium"",""Twin"",""Mattress""]"
johnwalsh@johnson.com,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
clarkamanda@hotmail.com,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
hcruz22@hotmail.com,Standard Full Mattress,"[""Standard"",""Full"",""Mattress""]"
wongallen@yahoo.com,Premium Queen Mattress,"[""Premium"",""Queen"",""Mattress""]"
wongallen@yahoo.com,Standard Down Pillow,"[""Standard"",""Down"",""Pillow""]"
teresa08@crawford.com,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
dyoung24@gmail.com,Standard King Mattress,"[""Standard"",""King"",""Mattress""]"
vprice@gordon.com,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
michaelbailey@dalton.com,Premium Full Mattress,"[""Premium"",""Full"",""Mattress""]"
atkinsondeanna@hotmail.com,Standard Foam Pillow,"[""Standard"",""Foam"",""Pillow""]"
smithnathan@king-mcdaniel.com,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
evaughan@yahoo.com,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
madisonortiz@wood.com,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
larayvette@delgado.com,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
carteralexander@yahoo.com,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
marierichardson62@gmail.com,Standard Full Mattress,"[""Standard"",""Full"",""Mattress""]"
taylorclarence@gmail.com,Premium Twin Mattress,"[""Premium"",""Twin"",""Mattress""]"
bauerbrenda@lee-dawson.com,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
mary6244@hotmail.com,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
nmartinez@franklin-jackson.com,Premium Twin Mattress,"[""Premium"",""Twin"",""Mattress""]"
jbryan@hotmail.com,Standard Down Pillow,"[""Standard"",""Down"",""Pillow""]"
pattongregory@moss-lloyd.com,Standard Full Mattress,"[""Standard"",""Full"",""Mattress""]"
danielleclay@hoffman-hall.biz,Standard King Mattress,"[""Standard"",""King"",""Mattress""]"
hunter8544@hotmail.com,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
hunter8544@hotmail.com,King Foam Pillow,"[""King"",""Foam"",""Pillow""]"
carterjulie@flores.com,King Down Pillow,"[""King"",""Down"",""Pillow""]"
hbauer52@gmail.com,Standard King Mattress,"[""Standard"",""King"",""Mattress""]"
voneal@gonzales-patel.com,Standard Full Mattress,"[""Standard"",""Full"",""Mattress""]"
darrellsherman@frost.com,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
hendersonronald@jones-garcia.org,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
tinafowler@hotmail.com,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
tinafowler@hotmail.com,Standard Foam Pillow,"[""Standard"",""Foam"",""Pillow""]"
derek53@yahoo.com,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
reyesmark@gmail.com,Premium King Mattress,"[""Premium"",""King"",""Mattress""]"
heidipowers@jones-mccoy.org,Standard King Mattress,"[""Standard"",""King"",""Mattress""]"
jeromegarcia@johnson.com,Standard Down Pillow,"[""Standard"",""Down"",""Pillow""]"
robinsondarin@yahoo.com,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
randallbishop@hotmail.com,Standard King Mattress,"[""Standard"",""King"",""Mattress""]"
zlambert@yahoo.com,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
tjones@edwards.com,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
stephen18@hotmail.com,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
vday@phelps.com,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
scottjared@dominguez-gill.org,Premium Queen Mattress,"[""Premium"",""Queen"",""Mattress""]"
gordonsamantha@sims.com,Premium Queen Mattress,"[""Premium"",""Queen"",""Mattress""]"
rachelrojas@yahoo.com,Premium Full Mattress,"[""Premium"",""Full"",""Mattress""]"
ihill@manning-nunez.com,Standard King Mattress,"[""Standard"",""King"",""Mattress""]"
phillipsanthony@hotmail.com,Standard King Mattress,"[""Standard"",""King"",""Mattress""]"
qgutierrez@gmail.com,Standard King Mattress,"[""Standard"",""King"",""Mattress""]"
mcoleman33@gmail.com,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
mathistony@mcknight.com,Standard King Mattress,"[""Standard"",""King"",""Mattress""]"
steven5369@hotmail.com,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
kevinmartinez@gmail.com,Standard King Mattress,"[""Standard"",""King"",""Mattress""]"
pperez@cannon.com,Standard Full Mattress,"[""Standard"",""Full"",""Mattress""]"
pperez@cannon.com,King Foam Pillow,"[""King"",""Foam"",""Pillow""]"
donald61@santiago-smith.net,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
williamsangela@miller-pope.com,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
stephaniedawson@yahoo.com,Premium Twin Mattress,"[""Premium"",""Twin"",""Mattress""]"
uallen@mcgee-morales.org,Standard King Mattress,"[""Standard"",""King"",""Mattress""]"
kimberly653@gmail.com,Premium Queen Mattress,"[""Premium"",""Queen"",""Mattress""]"
paulahicks@walters.com,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
davidarnold@davis-delacruz.com,Standard King Mattress,"[""Standard"",""King"",""Mattress""]"
jeffrey68@hotmail.com,Standard King Mattress,"[""Standard"",""King"",""Mattress""]"
lopeztony@ferguson-haynes.org,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
ferrellchristopher@yahoo.com,Standard Foam Pillow,"[""Standard"",""Foam"",""Pillow""]"
nathanhawkins@smith.org,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
davidthompson@peterson.org,Premium King Mattress,"[""Premium"",""King"",""Mattress""]"
markskimberly@cross.net,Standard King Mattress,"[""Standard"",""King"",""Mattress""]"
alicia03@yahoo.com,Premium King Mattress,"[""Premium"",""King"",""Mattress""]"
destinytucker@smith-valdez.com,Standard King Mattress,"[""Standard"",""King"",""Mattress""]"
destinytucker@smith-valdez.com,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
esanchez@gmail.com,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
eric4783@gmail.com,Premium King Mattress,"[""Premium"",""King"",""Mattress""]"
eric4783@gmail.com,Premium Twin Mattress,"[""Premium"",""Twin"",""Mattress""]"
cody55@yahoo.com,Standard King Mattress,"[""Standard"",""King"",""Mattress""]"
james63@glenn.org,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
derek60@alexander.com,Standard King Mattress,"[""Standard"",""King"",""Mattress""]"
troymartinez@andrade-holland.biz,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
johnlewis82@yahoo.com,Standard King Mattress,"[""Standard"",""King"",""Mattress""]"
edwardsgabriel@wallace.biz,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
rmarquez@gmail.com,Premium Queen Mattress,"[""Premium"",""Queen"",""Mattress""]"
gtorres64@lowe.com,Premium Twin Mattress,"[""Premium"",""Twin"",""Mattress""]"
gtorres64@lowe.com,Standard Foam Pillow,"[""Standard"",""Foam"",""Pillow""]"
raymond15@mccoy.com,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
eric84@howell-brooks.org,Standard Full Mattress,"[""Standard"",""Full"",""Mattress""]"
stephen84@hahn-collins.com,Standard Full Mattress,"[""Standard"",""Full"",""Mattress""]"
stephen84@hahn-collins.com,King Down Pillow,"[""King"",""Down"",""Pillow""]"
natashacarrillo@reynolds-wright.com,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
natashacarrillo@reynolds-wright.com,Standard Full Mattress,"[""Standard"",""Full"",""Mattress""]"
timothy40@oconnor.info,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
debrajones@guerrero-wyatt.biz,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
crystalrichards@hicks.biz,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
kevin35@romero.com,Premium Queen Mattress,"[""Premium"",""Queen"",""Mattress""]"
kevin35@romero.com,Standard Foam Pillow,"[""Standard"",""Foam"",""Pillow""]"
daniel217@gmail.com,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
ssmith21@hotmail.com,Standard King Mattress,"[""Standard"",""King"",""Mattress""]"
chaseryan@rodriguez.com,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
ksalinas@gmail.com,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
ericedwards@gmail.com,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
karenmorgan@jones.org,Standard King Mattress,"[""Standard"",""King"",""Mattress""]"
sheltonveronica@hughes.com,Standard Full Mattress,"[""Standard"",""Full"",""Mattress""]"
reynoldskelly@mcbride.com,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
reynoldskelly@mcbride.com,Premium Queen Mattress,"[""Premium"",""Queen"",""Mattress""]"
brendamoody@gmail.com,Standard Down Pillow,"[""Standard"",""Down"",""Pillow""]"
fowlerdonald@hotmail.com,Premium King Mattress,"[""Premium"",""King"",""Mattress""]"
fowlerdonald@hotmail.com,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
austinblair@cobb.com,Premium Queen Mattress,"[""Premium"",""Queen"",""Mattress""]"
lnelson75@hotmail.com,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
holdenkristi@miller.biz,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
holdenkristi@miller.biz,Premium Queen Mattress,"[""Premium"",""Queen"",""Mattress""]"
grobbins@mccoy.info,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
vmanning@morgan.com,Premium King Mattress,"[""Premium"",""King"",""Mattress""]"
vmanning@morgan.com,Standard Foam Pillow,"[""Standard"",""Foam"",""Pillow""]"
barbereric@mcdonald-dodson.com,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
barbereric@mcdonald-dodson.com,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
michael31@humphrey-cooper.com,Standard Full Mattress,"[""Standard"",""Full"",""Mattress""]"
bailey40@hotmail.com,Standard Full Mattress,"[""Standard"",""Full"",""Mattress""]"
kevin75@simmons.com,Standard King Mattress,"[""Standard"",""King"",""Mattress""]"
kevin75@simmons.com,King Down Pillow,"[""King"",""Down"",""Pillow""]"
anthony30@gmail.com,Standard King Mattress,"[""Standard"",""King"",""Mattress""]"
cjordan@bowman.biz,Premium Full Mattress,"[""Premium"",""Full"",""Mattress""]"
antonio93@lane-rogers.net,Standard King Mattress,"[""Standard"",""King"",""Mattress""]"
robertstevens@holt.com,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
jsawyer1@yahoo.com,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
csmith@lowe.com,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
francischarles@gmail.com,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
johnsmith@shaffer.com,Standard King Mattress,"[""Standard"",""King"",""Mattress""]"
johnsonshannon57@yahoo.com,Standard King Mattress,"[""Standard"",""King"",""Mattress""]"
collierkimberly@hickman.net,King Foam Pillow,"[""King"",""Foam"",""Pillow""]"
castanedarebecca@yahoo.com,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
castanedarebecca@yahoo.com,King Foam Pillow,"[""King"",""Foam"",""Pillow""]"
robbinsmelissa@gmail.com,Standard King Mattress,"[""Standard"",""King"",""Mattress""]"
james7039@hotmail.com,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
annette78@velasquez.net,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
jordancollin@gmail.com,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
cpineda@yahoo.com,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
molinatanya@hotmail.com,Standard Full Mattress,"[""Standard"",""Full"",""Mattress""]"
dhill22@hotmail.com,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
thompsonandre@yahoo.com,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
timothybooker@hotmail.com,Premium Twin Mattress,"[""Premium"",""Twin"",""Mattress""]"
emilyfowler@hotmail.com,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
joshua38@gmail.com,Standard King Mattress,"[""Standard"",""King"",""Mattress""]"
orogers@harris.com,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
pbranch@yahoo.com,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
teresabrown@rojas.net,Standard King Mattress,"[""Standard"",""King"",""Mattress""]"
omar92@yahoo.com,Standard King Mattress,"[""Standard"",""King"",""Mattress""]"
ubrown@greene.com,Standard Full Mattress,"[""Standard"",""Full"",""Mattress""]"
ddavis@yahoo.com,Premium King Mattress,"[""Premium"",""King"",""Mattress""]"
gomezjames@gay.org,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
xbuck@edwards.com,Standard Full Mattress,"[""Standard"",""Full"",""Mattress""]"
ashleymassey@ashley.com,King Down Pillow,"[""King"",""Down"",""Pillow""]"
zperez95@yahoo.com,Premium King Mattress,"[""Premium"",""King"",""Mattress""]"
kylecrawford@simmons-casey.com,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
washingtonjustin@lopez.com,Standard King Mattress,"[""Standard"",""King"",""Mattress""]"
cameronmichael@simmons-moore.com,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
matthewmacias@morales-jones.biz,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
brian60@mercado.com,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
petermendoza@hotmail.com,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
kim4044@yahoo.com,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
nathan45@gmail.com,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
hallmelissa@hotmail.com,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
